TIME,F21       ,V21       ,DP21      ,SGEN21    ,A21       
SECONDS,LBM/S,FT/S,PSIA,BTU/R-Sec,In2
0.233000E+02,0.162314E-01,0.102003E+04,0.739321E+02,0.000000E+00,0.785000E-02
0.234000E+02,0.162244E-01,0.101995E+04,0.738867E+02,0.000000E+00,0.785000E-02
0.235000E+02,0.162174E-01,0.101986E+04,0.738413E+02,0.000000E+00,0.785000E-02
0.236000E+02,0.162104E-01,0.101978E+04,0.737959E+02,0.000000E+00,0.785000E-02
0.237000E+02,0.162033E-01,0.101970E+04,0.737505E+02,0.000000E+00,0.785000E-02
0.238000E+02,0.161963E-01,0.101962E+04,0.737052E+02,0.000000E+00,0.785000E-02
0.239000E+02,0.161893E-01,0.101954E+04,0.736599E+02,0.000000E+00,0.785000E-02
0.240000E+02,0.161823E-01,0.101946E+04,0.736146E+02,0.000000E+00,0.785000E-02
0.241000E+02,0.161753E-01,0.101937E+04,0.735694E+02,0.000000E+00,0.785000E-02
0.242000E+02,0.161684E-01,0.101929E+04,0.735242E+02,0.000000E+00,0.785000E-02
0.243000E+02,0.161614E-01,0.101921E+04,0.734790E+02,0.000000E+00,0.785000E-02
0.244000E+02,0.161544E-01,0.101913E+04,0.734338E+02,0.000000E+00,0.785000E-02
0.245000E+02,0.161474E-01,0.101905E+04,0.733887E+02,0.000000E+00,0.785000E-02
0.246000E+02,0.161404E-01,0.101897E+04,0.733436E+02,0.000000E+00,0.785000E-02
0.247000E+02,0.161335E-01,0.101888E+04,0.732985E+02,0.000000E+00,0.785000E-02
0.248000E+02,0.161265E-01,0.101880E+04,0.732535E+02,0.000000E+00,0.785000E-02
0.249000E+02,0.161195E-01,0.101872E+04,0.732084E+02,0.000000E+00,0.785000E-02
0.250000E+02,0.161126E-01,0.101864E+04,0.731634E+02,0.000000E+00,0.785000E-02
0.251000E+02,0.161056E-01,0.101856E+04,0.731184E+02,0.000000E+00,0.785000E-02
0.252000E+02,0.160986E-01,0.101848E+04,0.730735E+02,0.000000E+00,0.785000E-02
0.253000E+02,0.160917E-01,0.101839E+04,0.730286E+02,0.000000E+00,0.785000E-02
0.254000E+02,0.160847E-01,0.101831E+04,0.729837E+02,0.000000E+00,0.785000E-02
0.255000E+02,0.160778E-01,0.101823E+04,0.729388E+02,0.000000E+00,0.785000E-02
0.256000E+02,0.160709E-01,0.101815E+04,0.728940E+02,0.000000E+00,0.785000E-02
0.257000E+02,0.160639E-01,0.101807E+04,0.728492E+02,0.000000E+00,0.785000E-02
0.258000E+02,0.160570E-01,0.101799E+04,0.728044E+02,0.000000E+00,0.785000E-02
0.259000E+02,0.160501E-01,0.101791E+04,0.727596E+02,0.000000E+00,0.785000E-02
0.260000E+02,0.160431E-01,0.101782E+04,0.727149E+02,0.000000E+00,0.785000E-02
0.261000E+02,0.160362E-01,0.101774E+04,0.726702E+02,0.000000E+00,0.785000E-02
0.262000E+02,0.160293E-01,0.101766E+04,0.726255E+02,0.000000E+00,0.785000E-02
0.263000E+02,0.160224E-01,0.101758E+04,0.725808E+02,0.000000E+00,0.785000E-02
0.264000E+02,0.160155E-01,0.101750E+04,0.725362E+02,0.000000E+00,0.785000E-02
0.265000E+02,0.160086E-01,0.101742E+04,0.724916E+02,0.000000E+00,0.785000E-02
0.266000E+02,0.160016E-01,0.101734E+04,0.724470E+02,0.000000E+00,0.785000E-02
0.267000E+02,0.159947E-01,0.101726E+04,0.724025E+02,0.000000E+00,0.785000E-02
0.268000E+02,0.159878E-01,0.101717E+04,0.723579E+02,0.000000E+00,0.785000E-02
0.269000E+02,0.159809E-01,0.101709E+04,0.723134E+02,0.000000E+00,0.785000E-02
0.270000E+02,0.159741E-01,0.101701E+04,0.722690E+02,0.000000E+00,0.785000E-02
0.271000E+02,0.159672E-01,0.101693E+04,0.722245E+02,0.000000E+00,0.785000E-02
0.272000E+02,0.159603E-01,0.101685E+04,0.721801E+02,0.000000E+00,0.785000E-02
0.273000E+02,0.159534E-01,0.101677E+04,0.721357E+02,0.000000E+00,0.785000E-02
0.274000E+02,0.159465E-01,0.101669E+04,0.720913E+02,0.000000E+00,0.785000E-02
0.275000E+02,0.159397E-01,0.101661E+04,0.720470E+02,0.000000E+00,0.785000E-02
0.276000E+02,0.159328E-01,0.101652E+04,0.720027E+02,0.000000E+00,0.785000E-02
0.277000E+02,0.159259E-01,0.101644E+04,0.719584E+02,0.000000E+00,0.785000E-02
0.278000E+02,0.159191E-01,0.101636E+04,0.719141E+02,0.000000E+00,0.785000E-02
0.279000E+02,0.159122E-01,0.101628E+04,0.718699E+02,0.000000E+00,0.785000E-02
0.280000E+02,0.159053E-01,0.101620E+04,0.718257E+02,0.000000E+00,0.785000E-02
0.281000E+02,0.158985E-01,0.101612E+04,0.717815E+02,0.000000E+00,0.785000E-02
0.282000E+02,0.158916E-01,0.101604E+04,0.717373E+02,0.000000E+00,0.785000E-02
0.283000E+02,0.158848E-01,0.101596E+04,0.716932E+02,0.000000E+00,0.785000E-02
0.284000E+02,0.158779E-01,0.101587E+04,0.716491E+02,0.000000E+00,0.785000E-02
