TIME,F23       ,F31       ,V23       ,V31       ,DP23      ,DP31      ,SGEN23    ,SGEN31    ,A23       ,A31       
SECONDS,KG/S,KG/S,M/S,M/S,kPa,kPa,KJ/K-S,KJ/K-S,M^2,M^2
0.100000E+00,0.647126E-01,0.147146E-02,0.904138E+01,0.571700E+02,0.106868E+03,0.478432E+03,0.000000E+00,0.000000E+00,0.929030E-03,0.506450E-05
0.200000E+00,0.271434E-02,0.284985E-02,0.942933E+01,0.110900E+03,0.113640E+03,0.471541E+03,0.000000E+00,0.000000E+00,0.373725E-04,0.506450E-05
0.300000E+00,0.114003E-03,0.400761E-02,0.945256E+01,0.163606E+03,0.150620E+03,0.434556E+03,0.000000E+00,0.000000E+00,0.156578E-05,0.506450E-05
0.400000E+00,0.601181E-05,0.490302E-02,0.945615E+01,0.213338E+03,0.195849E+03,0.389327E+03,0.000000E+00,0.000000E+00,0.825385E-07,0.506450E-05
0.500000E+00,0.430511E-06,0.552346E-02,0.945867E+01,0.259614E+03,0.245385E+03,0.339790E+03,0.000000E+00,0.000000E+00,0.590908E-08,0.506450E-05
0.600000E+00,0.448368E-07,0.587860E-02,0.946123E+01,0.302102E+03,0.296373E+03,0.288802E+03,0.000000E+00,0.000000E+00,0.615252E-09,0.506450E-05
0.700000E+00,0.725086E-08,0.599494E-02,0.946382E+01,0.340502E+03,0.346466E+03,0.238710E+03,0.000000E+00,0.000000E+00,0.994693E-10,0.506450E-05
0.800000E+00,0.193990E-08,0.590950E-02,0.946638E+01,0.374524E+03,0.393911E+03,0.191264E+03,0.000000E+00,0.000000E+00,0.266049E-10,0.506450E-05
0.900000E+00,0.913721E-09,0.566516E-02,0.946884E+01,0.403853E+03,0.437429E+03,0.147746E+03,0.000000E+00,0.000000E+00,0.125280E-10,0.506450E-05
0.100000E+01,0.805800E-09,0.530419E-02,0.947114E+01,0.428157E+03,0.476356E+03,0.108820E+03,0.000000E+00,0.000000E+00,0.110456E-10,0.506450E-05
0.110000E+01,0.141574E-08,0.486613E-02,0.947325E+01,0.447071E+03,0.510414E+03,0.747616E+02,0.000000E+00,0.000000E+00,0.194022E-10,0.506450E-05
0.120000E+01,0.527915E-08,0.438521E-02,0.947515E+01,0.460188E+03,0.539650E+03,0.455253E+02,0.000000E+00,0.000000E+00,0.723342E-10,0.506450E-05
0.130000E+01,0.445840E-07,0.388928E-02,0.947687E+01,0.467059E+03,0.564335E+03,0.208409E+02,0.000000E+00,0.000000E+00,0.610773E-09,0.506450E-05
0.140000E+01,0.911568E-06,0.339960E-02,0.947901E+01,0.467185E+03,0.584869E+03,0.306859E+00,0.000000E+00,0.000000E+00,0.124851E-07,0.506450E-05
0.150000E+01,0.484295E-04,0.293285E-02,0.951667E+01,0.459272E+03,0.601396E+03,-.162232E+02,0.000000E+00,0.000000E+00,0.660681E-06,0.506450E-05
0.160000E+01,0.103340E-01,0.278954E-02,0.142052E+02,0.320012E+03,0.542195E+03,0.425231E+02,0.000000E+00,0.000000E+00,0.944915E-04,0.506450E-05
0.170000E+01,0.802281E-01,0.450127E-02,0.119053E+02,0.140142E+03,-.280606E+02,0.609250E+03,0.000000E+00,0.000000E+00,0.878483E-03,0.506450E-05
0.180000E+01,0.162702E-02,0.592159E-02,0.119321E+02,0.192289E+03,0.149535E+02,0.566165E+03,0.000000E+00,0.000000E+00,0.177779E-04,0.506450E-05
0.190000E+01,0.406377E-04,0.697132E-02,0.119390E+02,0.243300E+03,0.782712E+02,0.502845E+03,0.000000E+00,0.000000E+00,0.443780E-06,0.506450E-05
0.200000E+01,0.142125E-05,0.764665E-02,0.119434E+02,0.290852E+03,0.145785E+03,0.435331E+03,0.000000E+00,0.000000E+00,0.155149E-07,0.506450E-05
0.210000E+01,0.745830E-07,0.797248E-02,0.119478E+02,0.334604E+03,0.213649E+03,0.367467E+03,0.000000E+00,0.000000E+00,0.813878E-09,0.506450E-05
0.220000E+01,0.626668E-08,0.799327E-02,0.119522E+02,0.374309E+03,0.279027E+03,0.302089E+03,0.000000E+00,0.000000E+00,0.683593E-10,0.506450E-05
0.230000E+01,0.897916E-09,0.776580E-02,0.119565E+02,0.409706E+03,0.339768E+03,0.241348E+03,0.000000E+00,0.000000E+00,0.979130E-11,0.506450E-05
0.240000E+01,0.233390E-09,0.734937E-02,0.119605E+02,0.440527E+03,0.394623E+03,0.186493E+03,0.000000E+00,0.000000E+00,0.254414E-11,0.506450E-05
0.250000E+01,0.117081E-09,0.680205E-02,0.119642E+02,0.466468E+03,0.442931E+03,0.138185E+03,0.000000E+00,0.000000E+00,0.127588E-11,0.506450E-05
0.260000E+01,0.120741E-09,0.617455E-02,0.119676E+02,0.487199E+03,0.484630E+03,0.964863E+02,0.000000E+00,0.000000E+00,0.131538E-11,0.506450E-05
0.270000E+01,0.273318E-09,0.551070E-02,0.119707E+02,0.502329E+03,0.519947E+03,0.611691E+02,0.000000E+00,0.000000E+00,0.297686E-11,0.506450E-05
0.280000E+01,0.145502E-08,0.484452E-02,0.119733E+02,0.511405E+03,0.549387E+03,0.317285E+02,0.000000E+00,0.000000E+00,0.158439E-10,0.506450E-05
0.290000E+01,0.195981E-07,0.420100E-02,0.119756E+02,0.513915E+03,0.573590E+03,0.752552E+01,0.000000E+00,0.000000E+00,0.213365E-09,0.506450E-05
0.300000E+01,0.721614E-06,0.359703E-02,0.119781E+02,0.509280E+03,0.593240E+03,-.121239E+02,0.000000E+00,0.000000E+00,0.785463E-08,0.506450E-05
0.310000E+01,0.789937E-04,0.304514E-02,0.120276E+02,0.495452E+03,0.608488E+03,-.273754E+02,0.000000E+00,0.000000E+00,0.856291E-06,0.506450E-05
0.320000E+01,0.438944E-01,0.367698E-02,0.200335E+02,0.197958E+03,0.305398E+03,0.273786E+03,0.000000E+00,0.000000E+00,0.286255E-03,0.506450E-05
0.330000E+01,0.872830E-02,0.433178E-02,0.213871E+02,0.217317E+03,0.276669E+03,0.302132E+03,0.000000E+00,0.000000E+00,0.533388E-04,0.506450E-05
0.340000E+01,0.126212E-02,0.480149E-02,0.216070E+02,0.254844E+03,0.307988E+03,0.270757E+03,0.000000E+00,0.000000E+00,0.763471E-05,0.506450E-05
0.350000E+01,0.242919E-03,0.506635E-02,0.216588E+02,0.292001E+03,0.348065E+03,0.230669E+03,0.000000E+00,0.000000E+00,0.146595E-05,0.506450E-05
0.360000E+01,0.710835E-04,0.514342E-02,0.216792E+02,0.325886E+03,0.388612E+03,0.190119E+03,0.000000E+00,0.000000E+00,0.428569E-06,0.506450E-05
0.370000E+01,0.340091E-04,0.506101E-02,0.216923E+02,0.355701E+03,0.427281E+03,0.151448E+03,0.000000E+00,0.000000E+00,0.204920E-06,0.506450E-05
0.380000E+01,0.282987E-04,0.485255E-02,0.217043E+02,0.380973E+03,0.462863E+03,0.115865E+03,0.000000E+00,0.000000E+00,0.170418E-06,0.506450E-05
0.390000E+01,0.434132E-04,0.455140E-02,0.217208E+02,0.401217E+03,0.494704E+03,0.840221E+02,0.000000E+00,0.000000E+00,0.261242E-06,0.506450E-05
0.400000E+01,0.129849E-03,0.419102E-02,0.217624E+02,0.415380E+03,0.522082E+03,0.566389E+02,0.000000E+00,0.000000E+00,0.779887E-06,0.506450E-05
0.410000E+01,0.793604E-03,0.381687E-02,0.220006E+02,0.416917E+03,0.541084E+03,0.376015E+02,0.000000E+00,0.000000E+00,0.471502E-05,0.506450E-05
0.420000E+01,0.961865E-02,0.369419E-02,0.243494E+02,0.336299E+03,0.494576E+03,0.836881E+02,0.000000E+00,0.000000E+00,0.516576E-04,0.506450E-05
0.430000E+01,0.335363E-01,0.434294E-02,0.282710E+02,0.217066E+03,0.276389E+03,0.300402E+03,0.000000E+00,0.000000E+00,0.155366E-03,0.506450E-05
0.440000E+01,0.497541E-02,0.489915E-02,0.288552E+02,0.244585E+03,0.280500E+03,0.296074E+03,0.000000E+00,0.000000E+00,0.225885E-04,0.506450E-05
0.450000E+01,0.754822E-03,0.525041E-02,0.289615E+02,0.281629E+03,0.318472E+03,0.258068E+03,0.000000E+00,0.000000E+00,0.341444E-05,0.506450E-05
0.460000E+01,0.164746E-03,0.539724E-02,0.289933E+02,0.316999E+03,0.360706E+03,0.215826E+03,0.000000E+00,0.000000E+00,0.744419E-06,0.506450E-05
0.470000E+01,0.571926E-04,0.536554E-02,0.290100E+02,0.348742E+03,0.401906E+03,0.174625E+03,0.000000E+00,0.000000E+00,0.258281E-06,0.506450E-05
0.480000E+01,0.337655E-04,0.518846E-02,0.290231E+02,0.376212E+03,0.440336E+03,0.136192E+03,0.000000E+00,0.000000E+00,0.152416E-06,0.506450E-05
0.490000E+01,0.360033E-04,0.490192E-02,0.290367E+02,0.398938E+03,0.475062E+03,0.101465E+03,0.000000E+00,0.000000E+00,0.162441E-06,0.506450E-05
0.500000E+01,0.734229E-04,0.454024E-02,0.290582E+02,0.416273E+03,0.505535E+03,0.709893E+02,0.000000E+00,0.000000E+00,0.331029E-06,0.506450E-05
0.510000E+01,0.301745E-03,0.414007E-02,0.291298E+02,0.425876E+03,0.530384E+03,0.461269E+02,0.000000E+00,0.000000E+00,0.135710E-05,0.506450E-05
0.520000E+01,0.254862E-02,0.379106E-02,0.296884E+02,0.406023E+03,0.535861E+03,0.405380E+02,0.000000E+00,0.000000E+00,0.112481E-04,0.506450E-05
0.530000E+01,0.283420E-01,0.416339E-02,0.333062E+02,0.247679E+03,0.354253E+03,0.220902E+03,0.000000E+00,0.000000E+00,0.111643E-03,0.506450E-05
0.540000E+01,0.955651E-02,0.460300E-02,0.343779E+02,0.250998E+03,0.320115E+03,0.254622E+03,0.000000E+00,0.000000E+00,0.364874E-04,0.506450E-05
0.550000E+01,0.217383E-02,0.490181E-02,0.346441E+02,0.280142E+03,0.343746E+03,0.230895E+03,0.000000E+00,0.000000E+00,0.823689E-05,0.506450E-05
0.560000E+01,0.635477E-03,0.502993E-02,0.347353E+02,0.311647E+03,0.378935E+03,0.195678E+03,0.000000E+00,0.000000E+00,0.240164E-05,0.506450E-05
0.570000E+01,0.283073E-03,0.500215E-02,0.347839E+02,0.340713E+03,0.415207E+03,0.159394E+03,0.000000E+00,0.000000E+00,0.106833E-05,0.506450E-05
0.580000E+01,0.208683E-03,0.484601E-02,0.348241E+02,0.365787E+03,0.449455E+03,0.125136E+03,0.000000E+00,0.000000E+00,0.786676E-06,0.506450E-05
0.590000E+01,0.270132E-03,0.459420E-02,0.348762E+02,0.385688E+03,0.480075E+03,0.945049E+02,0.000000E+00,0.000000E+00,0.101681E-05,0.506450E-05
0.600000E+01,0.640051E-03,0.428646E-02,0.349943E+02,0.397462E+03,0.504644E+03,0.699081E+02,0.000000E+00,0.000000E+00,0.240118E-05,0.506450E-05
0.610000E+01,0.273534E-02,0.400664E-02,0.354755E+02,0.385571E+03,0.511236E+03,0.631962E+02,0.000000E+00,0.000000E+00,0.101238E-04,0.506450E-05
0.620000E+01,0.145451E-01,0.407398E-02,0.374953E+02,0.298960E+03,0.431850E+03,0.141944E+03,0.000000E+00,0.000000E+00,0.509679E-04,0.506450E-05
0.630000E+01,0.146795E-01,0.439733E-02,0.391042E+02,0.261684E+03,0.356078E+03,0.217073E+03,0.000000E+00,0.000000E+00,0.493559E-04,0.506450E-05
0.640000E+01,0.508564E-02,0.467877E-02,0.396587E+02,0.276369E+03,0.355486E+03,0.217440E+03,0.000000E+00,0.000000E+00,0.168641E-04,0.506450E-05
0.650000E+01,0.173898E-02,0.482988E-02,0.398667E+02,0.302320E+03,0.380572E+03,0.192280E+03,0.000000E+00,0.000000E+00,0.573685E-05,0.506450E-05
0.660000E+01,0.810412E-03,0.484225E-02,0.399759E+02,0.328729E+03,0.411715E+03,0.161101E+03,0.000000E+00,0.000000E+00,0.266632E-05,0.506450E-05
0.670000E+01,0.582880E-03,0.473471E-02,0.400621E+02,0.352100E+03,0.442549E+03,0.130242E+03,0.000000E+00,0.000000E+00,0.191365E-05,0.506450E-05
0.680000E+01,0.690062E-03,0.453735E-02,0.401677E+02,0.370156E+03,0.469980E+03,0.102780E+03,0.000000E+00,0.000000E+00,0.225965E-05,0.506450E-05
0.690000E+01,0.137611E-02,0.429510E-02,0.403768E+02,0.378238E+03,0.489670E+03,0.830300E+02,0.000000E+00,0.000000E+00,0.448312E-05,0.506450E-05
0.700000E+01,0.426850E-02,0.410764E-02,0.409944E+02,0.360171E+03,0.486391E+03,0.861225E+02,0.000000E+00,0.000000E+00,0.136992E-04,0.506450E-05
0.710000E+01,0.125808E-01,0.418652E-02,0.425066E+02,0.299075E+03,0.422973E+03,0.148989E+03,0.000000E+00,0.000000E+00,0.389629E-04,0.506450E-05
0.720000E+01,0.111612E-01,0.442869E-02,0.436603E+02,0.275431E+03,0.373642E+03,0.197831E+03,0.000000E+00,0.000000E+00,0.336703E-04,0.506450E-05
0.730000E+01,0.488247E-02,0.463634E-02,0.441647E+02,0.286995E+03,0.373621E+03,0.197637E+03,0.000000E+00,0.000000E+00,0.145643E-04,0.506450E-05
0.740000E+01,0.212807E-02,0.473786E-02,0.444013E+02,0.308659E+03,0.394492E+03,0.176675E+03,0.000000E+00,0.000000E+00,0.631474E-05,0.506450E-05
0.750000E+01,0.122414E-02,0.472394E-02,0.445501E+02,0.331078E+03,0.421159E+03,0.149954E+03,0.000000E+00,0.000000E+00,0.362054E-05,0.506450E-05
0.760000E+01,0.104553E-02,0.461202E-02,0.446856E+02,0.350295E+03,0.447311E+03,0.123756E+03,0.000000E+00,0.000000E+00,0.308306E-05,0.506450E-05
0.770000E+01,0.139094E-02,0.443501E-02,0.448697E+02,0.362777E+03,0.468688E+03,0.102319E+03,0.000000E+00,0.000000E+00,0.408504E-05,0.506450E-05
0.780000E+01,0.280805E-02,0.425217E-02,0.452358E+02,0.360998E+03,0.477687E+03,0.931968E+02,0.000000E+00,0.000000E+00,0.818123E-05,0.506450E-05
0.790000E+01,0.694536E-02,0.418278E-02,0.460717E+02,0.331151E+03,0.455828E+03,0.114752E+03,0.000000E+00,0.000000E+00,0.198746E-04,0.506450E-05
0.800000E+01,0.111364E-01,0.431055E-02,0.472269E+02,0.292420E+03,0.404803E+03,0.165290E+03,0.000000E+00,0.000000E+00,0.311040E-04,0.506450E-05
0.810000E+01,0.762363E-02,0.449833E-02,0.479657E+02,0.286398E+03,0.382566E+03,0.187193E+03,0.000000E+00,0.000000E+00,0.209724E-04,0.506450E-05
0.820000E+01,0.381594E-02,0.463181E-02,0.483452E+02,0.299679E+03,0.389910E+03,0.179682E+03,0.000000E+00,0.000000E+00,0.104170E-04,0.506450E-05
0.830000E+01,0.210831E-02,0.467156E-02,0.485693E+02,0.318580E+03,0.409852E+03,0.159647E+03,0.000000E+00,0.000000E+00,0.572940E-05,0.506450E-05
0.840000E+01,0.155183E-02,0.461882E-02,0.487454E+02,0.336749E+03,0.432723E+03,0.136709E+03,0.000000E+00,0.000000E+00,0.420220E-05,0.506450E-05
0.850000E+01,0.164623E-02,0.449582E-02,0.489391E+02,0.350274E+03,0.453165E+03,0.116195E+03,0.000000E+00,0.000000E+00,0.444054E-05,0.506450E-05
0.860000E+01,0.252328E-02,0.434530E-02,0.492363E+02,0.354071E+03,0.465387E+03,0.103862E+03,0.000000E+00,0.000000E+00,0.676600E-05,0.506450E-05
0.870000E+01,0.495143E-02,0.424421E-02,0.497954E+02,0.339832E+03,0.458883E+03,0.110151E+03,0.000000E+00,0.000000E+00,0.131309E-04,0.506450E-05
0.880000E+01,0.861598E-02,0.428115E-02,0.506759E+02,0.309571E+03,0.426011E+03,0.142645E+03,0.000000E+00,0.000000E+00,0.224610E-04,0.506450E-05
0.890000E+01,0.837139E-02,0.441665E-02,0.514611E+02,0.293450E+03,0.396997E+03,0.171293E+03,0.000000E+00,0.000000E+00,0.214988E-04,0.506450E-05
0.900000E+01,0.522216E-02,0.454678E-02,0.519457E+02,0.297956E+03,0.392941E+03,0.175120E+03,0.000000E+00,0.000000E+00,0.132893E-04,0.506450E-05
0.910000E+01,0.307559E-02,0.461202E-02,0.522432E+02,0.311904E+03,0.405134E+03,0.162794E+03,0.000000E+00,0.000000E+00,0.778329E-05,0.506450E-05
0.920000E+01,0.216133E-02,0.459801E-02,0.524641E+02,0.327650E+03,0.423534E+03,0.144299E+03,0.000000E+00,0.000000E+00,0.544713E-05,0.506450E-05
0.930000E+01,0.202251E-02,0.451716E-02,0.526792E+02,0.340601E+03,0.441668E+03,0.126076E+03,0.000000E+00,0.000000E+00,0.507693E-05,0.506450E-05
0.940000E+01,0.258334E-02,0.440082E-02,0.529568E+02,0.346493E+03,0.454205E+03,0.113426E+03,0.000000E+00,0.000000E+00,0.645153E-05,0.506450E-05
0.950000E+01,0.418345E-02,0.430344E-02,0.533958E+02,0.339832E+03,0.453984E+03,0.113457E+03,0.000000E+00,0.000000E+00,0.103638E-04,0.506450E-05
0.960000E+01,0.679677E-02,0.429364E-02,0.540638E+02,0.319568E+03,0.434699E+03,0.132453E+03,0.000000E+00,0.000000E+00,0.166349E-04,0.506450E-05
0.970000E+01,0.781753E-02,0.437853E-02,0.547759E+02,0.302001E+03,0.409143E+03,0.157667E+03,0.000000E+00,0.000000E+00,0.188914E-04,0.506450E-05
0.980000E+01,0.595983E-02,0.448766E-02,0.553029E+02,0.300108E+03,0.398802E+03,0.167748E+03,0.000000E+00,0.000000E+00,0.142689E-04,0.506450E-05
0.990000E+01,0.390075E-02,0.455947E-02,0.556547E+02,0.309089E+03,0.404329E+03,0.162050E+03,0.000000E+00,0.000000E+00,0.928176E-05,0.506450E-05
0.100000E+02,0.277252E-02,0.456896E-02,0.559155E+02,0.321834E+03,0.418004E+03,0.148254E+03,0.000000E+00,0.000000E+00,0.656724E-05,0.506450E-05
0.101000E+02,0.418480E-02,0.456512E-02,0.563033E+02,0.324286E+03,0.420832E+03,0.145241E+03,0.000000E+00,0.000000E+00,0.984617E-05,0.506450E-05
0.102000E+02,0.665787E-02,0.461793E-02,0.568854E+02,0.313976E+03,0.405778E+03,0.160007E+03,0.000000E+00,0.000000E+00,0.155094E-04,0.506450E-05
0.103000E+02,0.836340E-02,0.475736E-02,0.575586E+02,0.300681E+03,0.379627E+03,0.185792E+03,0.000000E+00,0.000000E+00,0.192621E-04,0.506450E-05
0.104000E+02,0.718916E-02,0.493174E-02,0.581103E+02,0.298544E+03,0.364107E+03,0.200998E+03,0.000000E+00,0.000000E+00,0.164060E-04,0.506450E-05
0.105000E+02,0.502951E-02,0.507303E-02,0.585002E+02,0.307343E+03,0.365840E+03,0.199043E+03,0.000000E+00,0.000000E+00,0.114038E-04,0.506450E-05
0.106000E+02,0.360351E-02,0.514617E-02,0.587919E+02,0.321007E+03,0.378377E+03,0.186351E+03,0.000000E+00,0.000000E+00,0.813130E-05,0.506450E-05
0.107000E+02,0.306038E-02,0.514660E-02,0.590511E+02,0.334480E+03,0.394420E+03,0.170175E+03,0.000000E+00,0.000000E+00,0.687641E-05,0.506450E-05
0.108000E+02,0.327532E-02,0.509509E-02,0.593355E+02,0.343699E+03,0.407904E+03,0.156548E+03,0.000000E+00,0.000000E+00,0.732521E-05,0.506450E-05
0.109000E+02,0.432247E-02,0.503277E-02,0.597084E+02,0.344607E+03,0.412789E+03,0.151475E+03,0.000000E+00,0.000000E+00,0.960873E-05,0.506450E-05
0.110000E+02,0.619896E-02,0.501512E-02,0.602210E+02,0.335049E+03,0.403735E+03,0.160259E+03,0.000000E+00,0.000000E+00,0.136668E-04,0.506450E-05
0.111000E+02,0.774085E-02,0.507386E-02,0.608208E+02,0.321271E+03,0.384020E+03,0.179635E+03,0.000000E+00,0.000000E+00,0.169040E-04,0.506450E-05
0.112000E+02,0.724723E-02,0.517726E-02,0.613571E+02,0.315066E+03,0.369316E+03,0.194024E+03,0.000000E+00,0.000000E+00,0.156931E-04,0.506450E-05
0.113000E+02,0.555616E-02,0.526948E-02,0.617684E+02,0.318930E+03,0.368029E+03,0.195059E+03,0.000000E+00,0.000000E+00,0.119544E-04,0.506450E-05
0.114000E+02,0.419730E-02,0.531221E-02,0.620887E+02,0.328347E+03,0.376951E+03,0.185963E+03,0.000000E+00,0.000000E+00,0.898580E-05,0.506450E-05
0.115000E+02,0.358438E-02,0.529849E-02,0.623726E+02,0.338587E+03,0.389926E+03,0.172831E+03,0.000000E+00,0.000000E+00,0.763997E-05,0.506450E-05
0.116000E+02,0.368876E-02,0.524320E-02,0.626713E+02,0.345668E+03,0.401233E+03,0.161364E+03,0.000000E+00,0.000000E+00,0.782635E-05,0.506450E-05
0.117000E+02,0.451335E-02,0.517935E-02,0.630351E+02,0.346162E+03,0.405653E+03,0.156747E+03,0.000000E+00,0.000000E+00,0.952262E-05,0.506450E-05
0.118000E+02,0.594262E-02,0.514987E-02,0.634987E+02,0.338679E+03,0.399345E+03,0.162797E+03,0.000000E+00,0.000000E+00,0.124501E-04,0.506450E-05
0.119000E+02,0.712576E-02,0.517971E-02,0.640270E+02,0.327689E+03,0.384789E+03,0.177041E+03,0.000000E+00,0.000000E+00,0.148107E-04,0.506450E-05
0.120000E+02,0.691406E-02,0.524929E-02,0.645205E+02,0.321618E+03,0.372735E+03,0.188794E+03,0.000000E+00,0.000000E+00,0.142654E-04,0.506450E-05
0.121000E+02,0.568537E-02,0.531637E-02,0.649247E+02,0.323423E+03,0.370465E+03,0.190807E+03,0.000000E+00,0.000000E+00,0.116605E-04,0.506450E-05
0.122000E+02,0.454711E-02,0.534691E-02,0.652551E+02,0.330257E+03,0.376797E+03,0.184286E+03,0.000000E+00,0.000000E+00,0.928062E-05,0.506450E-05
0.123000E+02,0.397380E-02,0.533371E-02,0.655525E+02,0.338221E+03,0.386959E+03,0.173950E+03,0.000000E+00,0.000000E+00,0.807522E-05,0.506450E-05
0.124000E+02,0.402255E-02,0.528710E-02,0.658588E+02,0.343777E+03,0.396016E+03,0.164719E+03,0.000000E+00,0.000000E+00,0.813781E-05,0.506450E-05
0.125000E+02,0.467397E-02,0.523330E-02,0.662134E+02,0.344162E+03,0.399649E+03,0.160882E+03,0.000000E+00,0.000000E+00,0.940711E-05,0.506450E-05
0.126000E+02,0.576395E-02,0.520579E-02,0.666393E+02,0.338537E+03,0.395061E+03,0.165219E+03,0.000000E+00,0.000000E+00,0.115298E-04,0.506450E-05
0.127000E+02,0.665380E-02,0.522313E-02,0.671118E+02,0.330177E+03,0.384238E+03,0.175753E+03,0.000000E+00,0.000000E+00,0.132202E-04,0.506450E-05
0.128000E+02,0.657127E-02,0.527287E-02,0.675644E+02,0.325083E+03,0.374747E+03,0.184957E+03,0.000000E+00,0.000000E+00,0.129728E-04,0.506450E-05
0.129000E+02,0.569255E-02,0.532355E-02,0.679541E+02,0.325890E+03,0.372275E+03,0.187178E+03,0.000000E+00,0.000000E+00,0.111767E-04,0.506450E-05
0.130000E+02,0.478057E-02,0.534771E-02,0.682866E+02,0.330913E+03,0.376670E+03,0.182578E+03,0.000000E+00,0.000000E+00,0.934248E-05,0.506450E-05
0.131000E+02,0.427745E-02,0.533772E-02,0.685909E+02,0.337117E+03,0.384494E+03,0.174568E+03,0.000000E+00,0.000000E+00,0.832385E-05,0.506450E-05
0.132000E+02,0.429076E-02,0.530106E-02,0.689003E+02,0.341538E+03,0.391675E+03,0.167200E+03,0.000000E+00,0.000000E+00,0.831392E-05,0.506450E-05
0.133000E+02,0.480021E-02,0.525837E-02,0.692453E+02,0.341919E+03,0.394595E+03,0.164071E+03,0.000000E+00,0.000000E+00,0.925683E-05,0.506450E-05
0.134000E+02,0.563293E-02,0.523583E-02,0.696416E+02,0.337756E+03,0.391213E+03,0.167206E+03,0.000000E+00,0.000000E+00,0.108037E-04,0.506450E-05
0.135000E+02,0.630732E-02,0.524629E-02,0.700716E+02,0.331453E+03,0.383137E+03,0.175011E+03,0.000000E+00,0.000000E+00,0.120265E-04,0.506450E-05
0.136000E+02,0.629114E-02,0.528279E-02,0.704900E+02,0.327313E+03,0.375669E+03,0.182205E+03,0.000000E+00,0.000000E+00,0.119280E-04,0.506450E-05
0.137000E+02,0.566069E-02,0.532185E-02,0.708642E+02,0.327586E+03,0.373288E+03,0.184337E+03,0.000000E+00,0.000000E+00,0.106789E-04,0.506450E-05
0.138000E+02,0.494279E-02,0.534108E-02,0.711945E+02,0.331295E+03,0.376341E+03,0.181070E+03,0.000000E+00,0.000000E+00,0.928346E-05,0.506450E-05
0.139000E+02,0.451520E-02,0.533449E-02,0.715014E+02,0.336136E+03,0.382310E+03,0.174907E+03,0.000000E+00,0.000000E+00,0.844575E-05,0.506450E-05
0.140000E+02,0.450591E-02,0.530634E-02,0.718108E+02,0.339656E+03,0.387946E+03,0.169075E+03,0.000000E+00,0.000000E+00,0.839382E-05,0.506450E-05
0.141000E+02,0.489978E-02,0.527267E-02,0.721463E+02,0.340032E+03,0.390288E+03,0.166517E+03,0.000000E+00,0.000000E+00,0.908725E-05,0.506450E-05
0.142000E+02,0.553664E-02,0.525444E-02,0.725189E+02,0.336948E+03,0.387789E+03,0.168776E+03,0.000000E+00,0.000000E+00,0.102183E-04,0.506450E-05
0.143000E+02,0.605133E-02,0.526093E-02,0.729160E+02,0.332185E+03,0.381704E+03,0.174601E+03,0.000000E+00,0.000000E+00,0.111105E-04,0.506450E-05
0.144000E+02,0.606860E-02,0.528789E-02,0.733062E+02,0.328877E+03,0.375861E+03,0.180180E+03,0.000000E+00,0.000000E+00,0.110861E-04,0.506450E-05
0.145000E+02,0.561640E-02,0.531813E-02,0.736652E+02,0.328854E+03,0.373693E+03,0.182100E+03,0.000000E+00,0.000000E+00,0.102128E-04,0.506450E-05
0.146000E+02,0.505828E-02,0.533388E-02,0.739909E+02,0.331586E+03,0.375762E+03,0.179813E+03,0.000000E+00,0.000000E+00,0.915960E-05,0.506450E-05
0.147000E+02,0.470287E-02,0.532967E-02,0.742975E+02,0.335340E+03,0.380279E+03,0.175094E+03,0.000000E+00,0.000000E+00,0.848272E-05,0.506450E-05
0.148000E+02,0.467933E-02,0.530837E-02,0.746050E+02,0.338136E+03,0.384663E+03,0.170507E+03,0.000000E+00,0.000000E+00,0.840734E-05,0.506450E-05
0.149000E+02,0.497981E-02,0.528230E-02,0.749312E+02,0.338510E+03,0.386529E+03,0.168421E+03,0.000000E+00,0.000000E+00,0.891039E-05,0.506450E-05
0.150000E+02,0.546648E-02,0.526761E-02,0.752843E+02,0.336233E+03,0.384689E+03,0.170025E+03,0.000000E+00,0.000000E+00,0.973783E-05,0.506450E-05
0.151000E+02,0.586156E-02,0.527181E-02,0.756554E+02,0.332648E+03,0.380097E+03,0.174364E+03,0.000000E+00,0.000000E+00,0.103933E-04,0.506450E-05
0.152000E+02,0.589610E-02,0.529197E-02,0.760224E+02,0.330032E+03,0.375526E+03,0.178679E+03,0.000000E+00,0.000000E+00,0.104069E-04,0.506450E-05
0.153000E+02,0.557252E-02,0.531563E-02,0.763676E+02,0.329836E+03,0.373562E+03,0.180393E+03,0.000000E+00,0.000000E+00,0.979401E-05,0.506450E-05
0.154000E+02,0.514141E-02,0.532810E-02,0.766874E+02,0.331832E+03,0.374955E+03,0.178783E+03,0.000000E+00,0.000000E+00,0.900079E-05,0.506450E-05
0.155000E+02,0.484980E-02,0.532541E-02,0.769917E+02,0.334715E+03,0.378330E+03,0.175199E+03,0.000000E+00,0.000000E+00,0.845864E-05,0.506450E-05
0.156000E+02,0.481683E-02,0.530929E-02,0.772956E+02,0.336923E+03,0.381717E+03,0.171604E+03,0.000000E+00,0.000000E+00,0.837002E-05,0.506450E-05
0.157000E+02,0.504227E-02,0.528922E-02,0.776130E+02,0.337296E+03,0.383216E+03,0.169884E+03,0.000000E+00,0.000000E+00,0.872803E-05,0.506450E-05
