TIME,F23       ,F31       ,V23       ,V31       ,DP23      ,DP31      ,SGEN23    ,SGEN31    ,A23       ,A31       
SECONDS,KG/S,KG/S,M/S,M/S,kPa,kPa,KJ/K-S,KJ/K-S,M^2,M^2
0.116700E+03,0.567815E-02,0.566843E-02,0.241608E+03,0.311459E+03,0.144833E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428071E-05,0.506450E-05
0.116800E+03,0.567862E-02,0.566890E-02,0.241709E+03,0.311433E+03,0.144610E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428082E-05,0.506450E-05
0.116900E+03,0.567909E-02,0.566936E-02,0.241811E+03,0.311408E+03,0.144387E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428094E-05,0.506450E-05
0.117000E+03,0.567956E-02,0.566983E-02,0.241913E+03,0.311382E+03,0.144163E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428106E-05,0.506450E-05
0.117100E+03,0.568003E-02,0.567030E-02,0.242015E+03,0.311356E+03,0.143940E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428118E-05,0.506450E-05
0.117200E+03,0.568051E-02,0.567076E-02,0.242116E+03,0.311330E+03,0.143716E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428131E-05,0.506450E-05
0.117300E+03,0.568098E-02,0.567123E-02,0.242218E+03,0.311304E+03,0.143493E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428143E-05,0.506450E-05
0.117400E+03,0.568145E-02,0.567170E-02,0.242319E+03,0.311278E+03,0.143270E+03,0.174476E+03,0.000000E+00,0.000000E+00,0.428157E-05,0.506450E-05
0.117500E+03,0.568193E-02,0.567216E-02,0.242421E+03,0.311252E+03,0.143046E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428170E-05,0.506450E-05
0.117600E+03,0.568240E-02,0.567263E-02,0.242522E+03,0.311226E+03,0.142823E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428184E-05,0.506450E-05
0.117700E+03,0.568287E-02,0.567310E-02,0.242624E+03,0.311201E+03,0.142600E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428198E-05,0.506450E-05
0.117800E+03,0.568335E-02,0.567357E-02,0.242725E+03,0.311175E+03,0.142376E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428212E-05,0.506450E-05
0.117900E+03,0.568382E-02,0.567404E-02,0.242826E+03,0.311149E+03,0.142153E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428227E-05,0.506450E-05
0.118000E+03,0.568430E-02,0.567451E-02,0.242927E+03,0.311123E+03,0.141930E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428242E-05,0.506450E-05
0.118100E+03,0.568477E-02,0.567497E-02,0.243028E+03,0.311097E+03,0.141707E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428257E-05,0.506450E-05
0.118200E+03,0.568525E-02,0.567544E-02,0.243129E+03,0.311071E+03,0.141484E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428272E-05,0.506450E-05
0.118300E+03,0.568572E-02,0.567591E-02,0.243230E+03,0.311045E+03,0.141260E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428288E-05,0.506450E-05
0.118400E+03,0.568620E-02,0.567638E-02,0.243330E+03,0.311019E+03,0.141037E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428304E-05,0.506450E-05
0.118500E+03,0.568668E-02,0.567685E-02,0.243431E+03,0.310993E+03,0.140814E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428320E-05,0.506450E-05
0.118600E+03,0.568715E-02,0.567732E-02,0.243532E+03,0.310967E+03,0.140591E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428337E-05,0.506450E-05
0.118700E+03,0.568763E-02,0.567779E-02,0.243632E+03,0.310941E+03,0.140368E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428354E-05,0.506450E-05
0.118800E+03,0.568810E-02,0.567826E-02,0.243733E+03,0.310915E+03,0.140145E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428371E-05,0.506450E-05
0.118900E+03,0.568858E-02,0.567873E-02,0.243833E+03,0.310889E+03,0.139922E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428389E-05,0.506450E-05
0.119000E+03,0.568906E-02,0.567921E-02,0.243933E+03,0.310863E+03,0.139699E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428406E-05,0.506450E-05
0.119100E+03,0.568954E-02,0.567968E-02,0.244034E+03,0.310837E+03,0.139476E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428424E-05,0.506450E-05
0.119200E+03,0.569001E-02,0.568015E-02,0.244134E+03,0.310811E+03,0.139253E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428443E-05,0.506450E-05
0.119300E+03,0.569049E-02,0.568062E-02,0.244234E+03,0.310785E+03,0.139030E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428461E-05,0.506450E-05
0.119400E+03,0.569097E-02,0.568109E-02,0.244334E+03,0.310759E+03,0.138807E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428480E-05,0.506450E-05
0.119500E+03,0.569145E-02,0.568157E-02,0.244434E+03,0.310732E+03,0.138584E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428500E-05,0.506450E-05
0.119600E+03,0.569193E-02,0.568204E-02,0.244534E+03,0.310706E+03,0.138361E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428519E-05,0.506450E-05
0.119700E+03,0.569241E-02,0.568251E-02,0.244634E+03,0.310680E+03,0.138138E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428539E-05,0.506450E-05
0.119800E+03,0.569289E-02,0.568298E-02,0.244733E+03,0.310654E+03,0.137915E+03,0.174475E+03,0.000000E+00,0.000000E+00,0.428559E-05,0.506450E-05
0.119900E+03,0.569337E-02,0.568346E-02,0.244833E+03,0.310628E+03,0.137692E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428579E-05,0.506450E-05
0.120000E+03,0.569385E-02,0.568393E-02,0.244933E+03,0.310602E+03,0.137469E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428600E-05,0.506450E-05
0.120100E+03,0.569433E-02,0.568441E-02,0.245032E+03,0.310576E+03,0.137246E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428621E-05,0.506450E-05
0.120200E+03,0.569481E-02,0.568488E-02,0.245132E+03,0.310550E+03,0.137023E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428642E-05,0.506450E-05
0.120300E+03,0.569529E-02,0.568535E-02,0.245231E+03,0.310523E+03,0.136801E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428664E-05,0.506450E-05
0.120400E+03,0.569577E-02,0.568583E-02,0.245330E+03,0.310497E+03,0.136578E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428685E-05,0.506450E-05
0.120500E+03,0.569625E-02,0.568630E-02,0.245430E+03,0.310471E+03,0.136355E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428707E-05,0.506450E-05
0.120600E+03,0.569673E-02,0.568678E-02,0.245529E+03,0.310445E+03,0.136132E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428730E-05,0.506450E-05
0.120700E+03,0.569721E-02,0.568726E-02,0.245628E+03,0.310419E+03,0.135910E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428752E-05,0.506450E-05
0.120800E+03,0.569769E-02,0.568773E-02,0.245727E+03,0.310393E+03,0.135687E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428775E-05,0.506450E-05
0.120900E+03,0.569818E-02,0.568821E-02,0.245826E+03,0.310366E+03,0.135464E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428799E-05,0.506450E-05
0.121000E+03,0.569866E-02,0.568868E-02,0.245925E+03,0.310340E+03,0.135242E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428822E-05,0.506450E-05
0.121100E+03,0.569914E-02,0.568916E-02,0.246024E+03,0.310314E+03,0.135019E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428846E-05,0.506450E-05
0.121200E+03,0.569962E-02,0.568964E-02,0.246122E+03,0.310288E+03,0.134796E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428870E-05,0.506450E-05
0.121300E+03,0.570011E-02,0.569011E-02,0.246221E+03,0.310261E+03,0.134574E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428894E-05,0.506450E-05
0.121400E+03,0.570059E-02,0.569059E-02,0.246320E+03,0.310235E+03,0.134351E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428919E-05,0.506450E-05
0.121500E+03,0.570108E-02,0.569107E-02,0.246418E+03,0.310209E+03,0.134128E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428944E-05,0.506450E-05
0.121600E+03,0.570156E-02,0.569155E-02,0.246517E+03,0.310182E+03,0.133906E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428969E-05,0.506450E-05
0.121700E+03,0.570204E-02,0.569202E-02,0.246615E+03,0.310156E+03,0.133683E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.428995E-05,0.506450E-05
0.121800E+03,0.570253E-02,0.569250E-02,0.246713E+03,0.310130E+03,0.133461E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.429021E-05,0.506450E-05
0.121900E+03,0.570301E-02,0.569298E-02,0.246812E+03,0.310104E+03,0.133238E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.429047E-05,0.506450E-05
0.122000E+03,0.570350E-02,0.569346E-02,0.246910E+03,0.310077E+03,0.133016E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.429073E-05,0.506450E-05
0.122100E+03,0.570398E-02,0.569394E-02,0.247008E+03,0.310051E+03,0.132793E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.429100E-05,0.506450E-05
0.122200E+03,0.570447E-02,0.569442E-02,0.247106E+03,0.310025E+03,0.132571E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.429127E-05,0.506450E-05
0.122300E+03,0.570496E-02,0.569490E-02,0.247204E+03,0.309998E+03,0.132349E+03,0.174474E+03,0.000000E+00,0.000000E+00,0.429154E-05,0.506450E-05
0.122400E+03,0.570544E-02,0.569538E-02,0.247302E+03,0.309972E+03,0.132126E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429181E-05,0.506450E-05
0.122500E+03,0.570593E-02,0.569586E-02,0.247400E+03,0.309945E+03,0.131904E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429209E-05,0.506450E-05
0.122600E+03,0.570641E-02,0.569634E-02,0.247497E+03,0.309919E+03,0.131681E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429237E-05,0.506450E-05
0.122700E+03,0.570690E-02,0.569682E-02,0.247595E+03,0.309893E+03,0.131459E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429266E-05,0.506450E-05
0.122800E+03,0.570739E-02,0.569730E-02,0.247693E+03,0.309866E+03,0.131237E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429294E-05,0.506450E-05
0.122900E+03,0.570788E-02,0.569778E-02,0.247790E+03,0.309840E+03,0.131014E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429323E-05,0.506450E-05
0.123000E+03,0.570836E-02,0.569826E-02,0.247888E+03,0.309813E+03,0.130792E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429352E-05,0.506450E-05
0.123100E+03,0.570885E-02,0.569874E-02,0.247985E+03,0.309787E+03,0.130570E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429382E-05,0.506450E-05
0.123200E+03,0.570934E-02,0.569923E-02,0.248082E+03,0.309761E+03,0.130348E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429412E-05,0.506450E-05
0.123300E+03,0.570983E-02,0.569971E-02,0.248179E+03,0.309734E+03,0.130125E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429442E-05,0.506450E-05
0.123400E+03,0.571032E-02,0.570019E-02,0.248277E+03,0.309708E+03,0.129903E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429472E-05,0.506450E-05
0.123500E+03,0.571081E-02,0.570067E-02,0.248374E+03,0.309681E+03,0.129681E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429503E-05,0.506450E-05
0.123600E+03,0.571130E-02,0.570116E-02,0.248471E+03,0.309655E+03,0.129459E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429534E-05,0.506450E-05
0.123700E+03,0.571179E-02,0.570164E-02,0.248568E+03,0.309628E+03,0.129237E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429565E-05,0.506450E-05
0.123800E+03,0.571228E-02,0.570212E-02,0.248664E+03,0.309602E+03,0.129014E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429597E-05,0.506450E-05
0.123900E+03,0.571277E-02,0.570261E-02,0.248761E+03,0.309575E+03,0.128792E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429628E-05,0.506450E-05
0.124000E+03,0.571326E-02,0.570309E-02,0.248858E+03,0.309549E+03,0.128570E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429660E-05,0.506450E-05
0.124100E+03,0.571375E-02,0.570358E-02,0.248955E+03,0.309522E+03,0.128348E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429693E-05,0.506450E-05
0.124200E+03,0.571424E-02,0.570406E-02,0.249051E+03,0.309496E+03,0.128126E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429725E-05,0.506450E-05
0.124300E+03,0.571473E-02,0.570455E-02,0.249148E+03,0.309469E+03,0.127904E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429758E-05,0.506450E-05
0.124400E+03,0.571522E-02,0.570503E-02,0.249244E+03,0.309442E+03,0.127682E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429792E-05,0.506450E-05
0.124500E+03,0.571571E-02,0.570552E-02,0.249340E+03,0.309416E+03,0.127460E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429825E-05,0.506450E-05
0.124600E+03,0.571621E-02,0.570600E-02,0.249437E+03,0.309389E+03,0.127238E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429859E-05,0.506450E-05
0.124700E+03,0.571670E-02,0.570649E-02,0.249533E+03,0.309363E+03,0.127016E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429893E-05,0.506450E-05
0.124800E+03,0.571719E-02,0.570697E-02,0.249629E+03,0.309336E+03,0.126794E+03,0.174473E+03,0.000000E+00,0.000000E+00,0.429927E-05,0.506450E-05
0.124900E+03,0.571768E-02,0.570746E-02,0.249725E+03,0.309310E+03,0.126572E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.429962E-05,0.506450E-05
0.125000E+03,0.571818E-02,0.570795E-02,0.249821E+03,0.309283E+03,0.126350E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.429997E-05,0.506450E-05
0.125100E+03,0.571867E-02,0.570843E-02,0.249917E+03,0.309256E+03,0.126128E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430032E-05,0.506450E-05
0.125200E+03,0.571916E-02,0.570892E-02,0.250013E+03,0.309230E+03,0.125906E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430067E-05,0.506450E-05
0.125300E+03,0.571966E-02,0.570941E-02,0.250109E+03,0.309203E+03,0.125685E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430103E-05,0.506450E-05
0.125400E+03,0.572015E-02,0.570990E-02,0.250204E+03,0.309176E+03,0.125463E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430139E-05,0.506450E-05
0.125500E+03,0.572065E-02,0.571039E-02,0.250300E+03,0.309150E+03,0.125241E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430176E-05,0.506450E-05
0.125600E+03,0.572114E-02,0.571087E-02,0.250396E+03,0.309123E+03,0.125019E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430212E-05,0.506450E-05
0.125700E+03,0.572164E-02,0.571136E-02,0.250491E+03,0.309096E+03,0.124797E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430249E-05,0.506450E-05
0.125800E+03,0.572213E-02,0.571185E-02,0.250587E+03,0.309070E+03,0.124576E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430286E-05,0.506450E-05
0.125900E+03,0.572263E-02,0.571234E-02,0.250682E+03,0.309043E+03,0.124354E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430324E-05,0.506450E-05
0.126000E+03,0.572312E-02,0.571283E-02,0.250777E+03,0.309016E+03,0.124132E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430362E-05,0.506450E-05
0.126100E+03,0.572362E-02,0.571332E-02,0.250872E+03,0.308989E+03,0.123910E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430400E-05,0.506450E-05
0.126200E+03,0.572412E-02,0.571381E-02,0.250967E+03,0.308963E+03,0.123689E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430438E-05,0.506450E-05
0.126300E+03,0.572461E-02,0.571430E-02,0.251063E+03,0.308936E+03,0.123467E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430477E-05,0.506450E-05
0.126400E+03,0.572511E-02,0.571479E-02,0.251157E+03,0.308909E+03,0.123245E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430516E-05,0.506450E-05
0.126500E+03,0.572561E-02,0.571528E-02,0.251252E+03,0.308882E+03,0.123024E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430555E-05,0.506450E-05
0.126600E+03,0.572611E-02,0.571577E-02,0.251347E+03,0.308856E+03,0.122802E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430594E-05,0.506450E-05
0.126700E+03,0.572660E-02,0.571626E-02,0.251442E+03,0.308829E+03,0.122581E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430634E-05,0.506450E-05
0.126800E+03,0.572710E-02,0.571675E-02,0.251537E+03,0.308802E+03,0.122359E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430674E-05,0.506450E-05
0.126900E+03,0.572760E-02,0.571725E-02,0.251631E+03,0.308775E+03,0.122137E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430714E-05,0.506450E-05
0.127000E+03,0.572810E-02,0.571774E-02,0.251726E+03,0.308748E+03,0.121916E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430755E-05,0.506450E-05
0.127100E+03,0.572860E-02,0.571823E-02,0.251820E+03,0.308721E+03,0.121694E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430796E-05,0.506450E-05
0.127200E+03,0.572910E-02,0.571872E-02,0.251915E+03,0.308695E+03,0.121473E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430837E-05,0.506450E-05
0.127300E+03,0.572960E-02,0.571922E-02,0.252009E+03,0.308668E+03,0.121251E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430879E-05,0.506450E-05
0.127400E+03,0.573010E-02,0.571971E-02,0.252103E+03,0.308641E+03,0.121030E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.430920E-05,0.506450E-05
0.127500E+03,0.573060E-02,0.572020E-02,0.252197E+03,0.308614E+03,0.120809E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.430962E-05,0.506450E-05
0.127600E+03,0.573110E-02,0.572070E-02,0.252291E+03,0.308587E+03,0.120587E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431005E-05,0.506450E-05
0.127700E+03,0.573160E-02,0.572119E-02,0.252386E+03,0.308560E+03,0.120366E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431047E-05,0.506450E-05
0.127800E+03,0.573210E-02,0.572169E-02,0.252479E+03,0.308533E+03,0.120144E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431090E-05,0.506450E-05
0.127900E+03,0.573260E-02,0.572218E-02,0.252573E+03,0.308506E+03,0.119923E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431133E-05,0.506450E-05
0.128000E+03,0.573310E-02,0.572267E-02,0.252667E+03,0.308479E+03,0.119702E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431177E-05,0.506450E-05
0.128100E+03,0.573360E-02,0.572317E-02,0.252761E+03,0.308453E+03,0.119480E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431221E-05,0.506450E-05
0.128200E+03,0.573411E-02,0.572367E-02,0.252855E+03,0.308426E+03,0.119259E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431265E-05,0.506450E-05
0.128300E+03,0.573461E-02,0.572416E-02,0.252948E+03,0.308399E+03,0.119038E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431309E-05,0.506450E-05
0.128400E+03,0.573511E-02,0.572466E-02,0.253042E+03,0.308372E+03,0.118816E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431354E-05,0.506450E-05
0.128500E+03,0.573561E-02,0.572515E-02,0.253135E+03,0.308345E+03,0.118595E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431399E-05,0.506450E-05
0.128600E+03,0.573612E-02,0.572565E-02,0.253228E+03,0.308318E+03,0.118374E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431444E-05,0.506450E-05
0.128700E+03,0.573662E-02,0.572615E-02,0.253322E+03,0.308291E+03,0.118153E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431489E-05,0.506450E-05
0.128800E+03,0.573713E-02,0.572664E-02,0.253415E+03,0.308264E+03,0.117932E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431535E-05,0.506450E-05
0.128900E+03,0.573763E-02,0.572714E-02,0.253508E+03,0.308237E+03,0.117710E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431581E-05,0.506450E-05
0.129000E+03,0.573813E-02,0.572764E-02,0.253601E+03,0.308210E+03,0.117489E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431627E-05,0.506450E-05
0.129100E+03,0.573864E-02,0.572814E-02,0.253694E+03,0.308183E+03,0.117268E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431674E-05,0.506450E-05
0.129200E+03,0.573914E-02,0.572863E-02,0.253787E+03,0.308156E+03,0.117047E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431721E-05,0.506450E-05
0.129300E+03,0.573965E-02,0.572913E-02,0.253880E+03,0.308128E+03,0.116826E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431768E-05,0.506450E-05
0.129400E+03,0.574015E-02,0.572963E-02,0.253973E+03,0.308101E+03,0.116605E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431815E-05,0.506450E-05
0.129500E+03,0.574066E-02,0.573013E-02,0.254065E+03,0.308074E+03,0.116384E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431863E-05,0.506450E-05
0.129600E+03,0.574117E-02,0.573063E-02,0.254158E+03,0.308047E+03,0.116163E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431911E-05,0.506450E-05
0.129700E+03,0.574167E-02,0.573113E-02,0.254251E+03,0.308020E+03,0.115942E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.431960E-05,0.506450E-05
0.129800E+03,0.574218E-02,0.573163E-02,0.254343E+03,0.307993E+03,0.115721E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.432008E-05,0.506450E-05
0.129900E+03,0.574269E-02,0.573213E-02,0.254435E+03,0.307966E+03,0.115500E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.432057E-05,0.506450E-05
0.130000E+03,0.574289E-02,0.573256E-02,0.254516E+03,0.307946E+03,0.115304E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.432106E-05,0.506450E-05
0.130100E+03,0.574384E-02,0.573321E-02,0.254608E+03,0.307916E+03,0.115064E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.432186E-05,0.506450E-05
0.130200E+03,0.574396E-02,0.573362E-02,0.254688E+03,0.307895E+03,0.114867E+03,0.174458E+03,0.000000E+00,0.000000E+00,0.432231E-05,0.506450E-05
0.130300E+03,0.574488E-02,0.573426E-02,0.254779E+03,0.307866E+03,0.114627E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.432309E-05,0.506450E-05
0.130400E+03,0.574495E-02,0.573467E-02,0.254860E+03,0.307845E+03,0.114430E+03,0.174458E+03,0.000000E+00,0.000000E+00,0.432351E-05,0.506450E-05
0.130500E+03,0.574584E-02,0.573530E-02,0.254951E+03,0.307815E+03,0.114190E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.432426E-05,0.506450E-05
0.130600E+03,0.574591E-02,0.573569E-02,0.255031E+03,0.307794E+03,0.113994E+03,0.174458E+03,0.000000E+00,0.000000E+00,0.432469E-05,0.506450E-05
0.130700E+03,0.574681E-02,0.573632E-02,0.255122E+03,0.307764E+03,0.113754E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.432546E-05,0.506450E-05
0.130800E+03,0.574692E-02,0.573671E-02,0.255202E+03,0.307743E+03,0.113557E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.432592E-05,0.506450E-05
0.130900E+03,0.574784E-02,0.573733E-02,0.255293E+03,0.307713E+03,0.113318E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.432672E-05,0.506450E-05
0.131000E+03,0.574795E-02,0.573771E-02,0.255373E+03,0.307691E+03,0.113121E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.432718E-05,0.506450E-05
0.131100E+03,0.574886E-02,0.573833E-02,0.255464E+03,0.307660E+03,0.112881E+03,0.174472E+03,0.000000E+00,0.000000E+00,0.432797E-05,0.506450E-05
0.131200E+03,0.574894E-02,0.573871E-02,0.255543E+03,0.307639E+03,0.112684E+03,0.174458E+03,0.000000E+00,0.000000E+00,0.432842E-05,0.506450E-05
0.131300E+03,0.574982E-02,0.573933E-02,0.255634E+03,0.307608E+03,0.112445E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.432919E-05,0.506450E-05
0.131400E+03,0.574990E-02,0.573971E-02,0.255713E+03,0.307587E+03,0.112248E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.432964E-05,0.506450E-05
0.131500E+03,0.575079E-02,0.574032E-02,0.255804E+03,0.307556E+03,0.112009E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.433043E-05,0.506450E-05
0.131600E+03,0.575089E-02,0.574070E-02,0.255883E+03,0.307534E+03,0.111812E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.433090E-05,0.506450E-05
0.131700E+03,0.575180E-02,0.574131E-02,0.255974E+03,0.307504E+03,0.111573E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.433171E-05,0.506450E-05
0.131800E+03,0.575190E-02,0.574169E-02,0.256053E+03,0.307482E+03,0.111376E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.433219E-05,0.506450E-05
0.131900E+03,0.575281E-02,0.574230E-02,0.256143E+03,0.307451E+03,0.111137E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.433300E-05,0.506450E-05
0.132000E+03,0.575289E-02,0.574268E-02,0.256222E+03,0.307429E+03,0.110940E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.433347E-05,0.506450E-05
0.132100E+03,0.575378E-02,0.574328E-02,0.256312E+03,0.307399E+03,0.110701E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.433427E-05,0.506450E-05
0.132200E+03,0.575386E-02,0.574366E-02,0.256391E+03,0.307377E+03,0.110504E+03,0.174457E+03,0.000000E+00,0.000000E+00,0.433474E-05,0.506450E-05
0.132300E+03,0.575476E-02,0.574427E-02,0.256481E+03,0.307346E+03,0.110265E+03,0.174471E+03,0.000000E+00,0.000000E+00,0.433555E-05,0.506450E-05
