TIME,P1        ,P2        ,T1        ,T2        ,Z1        ,Z2        ,RHO1      ,RHO2      ,EM1       ,EM2       ,XV1       ,XV2       ,CONDF1    ,CONDF2    ,VOL1      ,VOL2      ,DIFMAX,RSDMAX,ITER
SECONDS,kPa,kPa,DEG_C,DEG_C,-,-,KG/M^3,KG/M^3,KG,KG,-,-,W/M-K,W/M-K,M^3,M^3,DIFMAX,RSDMAX,ITER
0.100000E+00,0.101325E+03,0.689079E+03,0.266600E+02,0.266049E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.801017E+01,0.000000E+00,0.226819E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.335960E-04,0.688106E-02,     5
0.200000E+00,0.101325E+03,0.688718E+03,0.266600E+02,0.265561E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.800728E+01,0.000000E+00,0.226738E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.324173E-04,0.779736E-02,     5
0.300000E+00,0.101325E+03,0.688359E+03,0.266600E+02,0.265071E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.800441E+01,0.000000E+00,0.226656E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323445E-04,0.773920E-02,     5
0.400000E+00,0.101325E+03,0.687999E+03,0.266600E+02,0.264582E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.800154E+01,0.000000E+00,0.226575E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323481E-04,0.773465E-02,     5
0.500000E+00,0.101325E+03,0.687640E+03,0.266600E+02,0.264093E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.799866E+01,0.000000E+00,0.226494E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323455E-04,0.773147E-02,     5
0.600000E+00,0.101325E+03,0.687281E+03,0.266600E+02,0.263604E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.799579E+01,0.000000E+00,0.226412E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323429E-04,0.772806E-02,     5
0.700000E+00,0.101325E+03,0.686922E+03,0.266600E+02,0.263116E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.799292E+01,0.000000E+00,0.226331E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323402E-04,0.772465E-02,     5
0.800000E+00,0.101325E+03,0.686564E+03,0.266600E+02,0.262627E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.799006E+01,0.000000E+00,0.226250E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323376E-04,0.772125E-02,     5
0.900000E+00,0.101325E+03,0.686205E+03,0.266600E+02,0.262138E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.798719E+01,0.000000E+00,0.226169E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323350E-04,0.771785E-02,     5
0.100000E+01,0.101325E+03,0.685847E+03,0.266600E+02,0.261650E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.798432E+01,0.000000E+00,0.226088E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323323E-04,0.771445E-02,     5
0.110000E+01,0.101325E+03,0.685489E+03,0.266600E+02,0.261162E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.798146E+01,0.000000E+00,0.226006E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323297E-04,0.771105E-02,     5
0.120000E+01,0.101325E+03,0.685132E+03,0.266600E+02,0.260673E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.797860E+01,0.000000E+00,0.225925E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323270E-04,0.770766E-02,     5
0.130000E+01,0.101325E+03,0.684774E+03,0.266600E+02,0.260185E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.797573E+01,0.000000E+00,0.225844E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323244E-04,0.770426E-02,     5
0.140000E+01,0.101325E+03,0.684417E+03,0.266600E+02,0.259697E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.797287E+01,0.000000E+00,0.225763E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323218E-04,0.770087E-02,     5
0.150000E+01,0.101325E+03,0.684060E+03,0.266600E+02,0.259209E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.797001E+01,0.000000E+00,0.225682E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323191E-04,0.769748E-02,     5
0.160000E+01,0.101325E+03,0.683703E+03,0.266600E+02,0.258722E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.796716E+01,0.000000E+00,0.225601E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323165E-04,0.769409E-02,     5
0.170000E+01,0.101325E+03,0.683346E+03,0.266600E+02,0.258234E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.796430E+01,0.000000E+00,0.225521E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323139E-04,0.769071E-02,     5
0.180000E+01,0.101325E+03,0.682990E+03,0.266600E+02,0.257747E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.796144E+01,0.000000E+00,0.225440E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323113E-04,0.768732E-02,     5
0.190000E+01,0.101325E+03,0.682634E+03,0.266600E+02,0.257259E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.795859E+01,0.000000E+00,0.225359E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323086E-04,0.768394E-02,     5
0.200000E+01,0.101325E+03,0.682278E+03,0.266600E+02,0.256772E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.795574E+01,0.000000E+00,0.225278E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323060E-04,0.768056E-02,     5
0.210000E+01,0.101325E+03,0.681922E+03,0.266600E+02,0.256285E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.795288E+01,0.000000E+00,0.225197E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323034E-04,0.767718E-02,     5
0.220000E+01,0.101325E+03,0.681567E+03,0.266600E+02,0.255798E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.795003E+01,0.000000E+00,0.225117E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.323007E-04,0.767380E-02,     5
0.230000E+01,0.101325E+03,0.681211E+03,0.266600E+02,0.255311E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.794718E+01,0.000000E+00,0.225036E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322981E-04,0.767043E-02,     5
0.240000E+01,0.101325E+03,0.680856E+03,0.266600E+02,0.254824E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.794434E+01,0.000000E+00,0.224955E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322955E-04,0.766705E-02,     5
0.250000E+01,0.101325E+03,0.680501E+03,0.266600E+02,0.254338E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.794149E+01,0.000000E+00,0.224875E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322928E-04,0.766368E-02,     5
0.260000E+01,0.101325E+03,0.680147E+03,0.266600E+02,0.253851E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.793864E+01,0.000000E+00,0.224794E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322902E-04,0.766031E-02,     5
0.270000E+01,0.101325E+03,0.679792E+03,0.266600E+02,0.253365E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.793580E+01,0.000000E+00,0.224714E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322876E-04,0.765694E-02,     5
0.280000E+01,0.101325E+03,0.679438E+03,0.266600E+02,0.252878E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.793296E+01,0.000000E+00,0.224633E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322850E-04,0.765357E-02,     5
0.290000E+01,0.101325E+03,0.679084E+03,0.266600E+02,0.252392E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.793011E+01,0.000000E+00,0.224553E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322823E-04,0.765021E-02,     5
0.300000E+01,0.101325E+03,0.678730E+03,0.266600E+02,0.251906E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.792727E+01,0.000000E+00,0.224472E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322797E-04,0.764684E-02,     5
0.310000E+01,0.101325E+03,0.678376E+03,0.266600E+02,0.251420E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.792443E+01,0.000000E+00,0.224392E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322771E-04,0.764348E-02,     5
0.320000E+01,0.101325E+03,0.678023E+03,0.266600E+02,0.250934E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.792160E+01,0.000000E+00,0.224311E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322744E-04,0.764012E-02,     5
0.330000E+01,0.101325E+03,0.677670E+03,0.266600E+02,0.250449E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.791876E+01,0.000000E+00,0.224231E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322718E-04,0.763676E-02,     5
0.340000E+01,0.101325E+03,0.677317E+03,0.266600E+02,0.249963E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.791592E+01,0.000000E+00,0.224151E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322692E-04,0.763341E-02,     5
0.350000E+01,0.101325E+03,0.676964E+03,0.266600E+02,0.249478E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.791309E+01,0.000000E+00,0.224070E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322666E-04,0.763005E-02,     5
0.360000E+01,0.101325E+03,0.676612E+03,0.266600E+02,0.248992E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.791026E+01,0.000000E+00,0.223990E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322639E-04,0.762670E-02,     5
0.370000E+01,0.101325E+03,0.676259E+03,0.266600E+02,0.248507E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.790742E+01,0.000000E+00,0.223910E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322613E-04,0.762335E-02,     5
0.380000E+01,0.101325E+03,0.675907E+03,0.266600E+02,0.248022E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.790459E+01,0.000000E+00,0.223830E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322587E-04,0.762000E-02,     5
0.390000E+01,0.101325E+03,0.675555E+03,0.266600E+02,0.247537E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.790176E+01,0.000000E+00,0.223750E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322561E-04,0.761665E-02,     5
0.400000E+01,0.101325E+03,0.675204E+03,0.266600E+02,0.247052E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.789894E+01,0.000000E+00,0.223670E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322535E-04,0.761331E-02,     5
0.410000E+01,0.101325E+03,0.674852E+03,0.266600E+02,0.246567E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.789611E+01,0.000000E+00,0.223590E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322508E-04,0.760996E-02,     5
0.420000E+01,0.101325E+03,0.674501E+03,0.266600E+02,0.246083E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.789328E+01,0.000000E+00,0.223510E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322482E-04,0.760662E-02,     5
0.430000E+01,0.101325E+03,0.674150E+03,0.266600E+02,0.245598E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.789046E+01,0.000000E+00,0.223430E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322456E-04,0.760328E-02,     5
0.440000E+01,0.101325E+03,0.673799E+03,0.266600E+02,0.245114E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.788764E+01,0.000000E+00,0.223350E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322430E-04,0.759994E-02,     5
0.450000E+01,0.101325E+03,0.673448E+03,0.266600E+02,0.244630E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.788481E+01,0.000000E+00,0.223270E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322404E-04,0.759660E-02,     5
0.460000E+01,0.101325E+03,0.673098E+03,0.266600E+02,0.244145E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.788199E+01,0.000000E+00,0.223190E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322377E-04,0.759327E-02,     5
0.470000E+01,0.101325E+03,0.672748E+03,0.266600E+02,0.243661E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.787917E+01,0.000000E+00,0.223110E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322351E-04,0.758993E-02,     5
0.480000E+01,0.101325E+03,0.672398E+03,0.266600E+02,0.243178E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.787636E+01,0.000000E+00,0.223030E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322325E-04,0.758660E-02,     5
0.490000E+01,0.101325E+03,0.672048E+03,0.266600E+02,0.242694E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.787354E+01,0.000000E+00,0.222951E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322299E-04,0.758327E-02,     5
0.500000E+01,0.101325E+03,0.671698E+03,0.266600E+02,0.242210E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.787072E+01,0.000000E+00,0.222871E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322273E-04,0.757994E-02,     5
0.510000E+01,0.101325E+03,0.671349E+03,0.266600E+02,0.241726E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.786791E+01,0.000000E+00,0.222791E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322246E-04,0.757661E-02,     5
0.520000E+01,0.101325E+03,0.671000E+03,0.266600E+02,0.241243E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.786509E+01,0.000000E+00,0.222711E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322220E-04,0.757329E-02,     5
0.530000E+01,0.101325E+03,0.670651E+03,0.266600E+02,0.240760E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.786228E+01,0.000000E+00,0.222632E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322194E-04,0.756996E-02,     5
0.540000E+01,0.101325E+03,0.670302E+03,0.266600E+02,0.240276E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.785947E+01,0.000000E+00,0.222552E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322168E-04,0.756664E-02,     5
0.550000E+01,0.101325E+03,0.669953E+03,0.266600E+02,0.239793E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.785666E+01,0.000000E+00,0.222473E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322142E-04,0.756332E-02,     5
0.560000E+01,0.101325E+03,0.669605E+03,0.266600E+02,0.239310E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.785385E+01,0.000000E+00,0.222393E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322116E-04,0.756000E-02,     5
0.570000E+01,0.101325E+03,0.669257E+03,0.266600E+02,0.238828E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.785105E+01,0.000000E+00,0.222314E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322089E-04,0.755669E-02,     5
0.580000E+01,0.101325E+03,0.668909E+03,0.266600E+02,0.238345E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.784824E+01,0.000000E+00,0.222234E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322063E-04,0.755337E-02,     5
0.590000E+01,0.101325E+03,0.668561E+03,0.266600E+02,0.237862E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.784544E+01,0.000000E+00,0.222155E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322037E-04,0.755006E-02,     5
0.600000E+01,0.101325E+03,0.668214E+03,0.266600E+02,0.237380E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.784263E+01,0.000000E+00,0.222075E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.322011E-04,0.754675E-02,     5
0.610000E+01,0.101325E+03,0.667866E+03,0.266600E+02,0.236897E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.783983E+01,0.000000E+00,0.221996E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321985E-04,0.754344E-02,     5
0.620000E+01,0.101325E+03,0.667519E+03,0.266600E+02,0.236415E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.783703E+01,0.000000E+00,0.221917E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321959E-04,0.754013E-02,     5
0.630000E+01,0.101325E+03,0.667173E+03,0.266600E+02,0.235933E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.783423E+01,0.000000E+00,0.221837E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321933E-04,0.753682E-02,     5
0.640000E+01,0.101325E+03,0.666826E+03,0.266600E+02,0.235451E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.783143E+01,0.000000E+00,0.221758E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321906E-04,0.753352E-02,     5
0.650000E+01,0.101325E+03,0.666479E+03,0.266600E+02,0.234969E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.782863E+01,0.000000E+00,0.221679E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321880E-04,0.753022E-02,     5
0.660000E+01,0.101325E+03,0.666133E+03,0.266600E+02,0.234487E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.782584E+01,0.000000E+00,0.221600E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321854E-04,0.752692E-02,     5
0.670000E+01,0.101325E+03,0.665787E+03,0.266600E+02,0.234005E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.782304E+01,0.000000E+00,0.221521E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321828E-04,0.752362E-02,     5
0.680000E+01,0.101325E+03,0.665441E+03,0.266600E+02,0.233524E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.782025E+01,0.000000E+00,0.221442E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321802E-04,0.752032E-02,     5
0.690000E+01,0.101325E+03,0.665096E+03,0.266600E+02,0.233042E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.781746E+01,0.000000E+00,0.221363E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321776E-04,0.751702E-02,     5
0.700000E+01,0.101325E+03,0.664750E+03,0.266600E+02,0.232561E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.781467E+01,0.000000E+00,0.221283E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321750E-04,0.751373E-02,     5
0.710000E+01,0.101325E+03,0.664405E+03,0.266600E+02,0.232080E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.781188E+01,0.000000E+00,0.221204E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321724E-04,0.751044E-02,     5
0.720000E+01,0.101325E+03,0.664060E+03,0.266600E+02,0.231599E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.780909E+01,0.000000E+00,0.221126E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321698E-04,0.750714E-02,     5
0.730000E+01,0.101325E+03,0.663715E+03,0.266600E+02,0.231118E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.780630E+01,0.000000E+00,0.221047E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321672E-04,0.750386E-02,     5
0.740000E+01,0.101325E+03,0.663371E+03,0.266600E+02,0.230637E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.780351E+01,0.000000E+00,0.220968E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321645E-04,0.750057E-02,     5
0.750000E+01,0.101325E+03,0.663026E+03,0.266600E+02,0.230156E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.780073E+01,0.000000E+00,0.220889E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321619E-04,0.749728E-02,     5
0.760000E+01,0.101325E+03,0.662682E+03,0.266600E+02,0.229676E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.779795E+01,0.000000E+00,0.220810E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321593E-04,0.749400E-02,     5
0.770000E+01,0.101325E+03,0.662338E+03,0.266600E+02,0.229195E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.779516E+01,0.000000E+00,0.220731E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321567E-04,0.749072E-02,     5
0.780000E+01,0.101325E+03,0.661994E+03,0.266600E+02,0.228715E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.779238E+01,0.000000E+00,0.220652E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321541E-04,0.748744E-02,     5
0.790000E+01,0.101325E+03,0.661651E+03,0.266600E+02,0.228234E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.778960E+01,0.000000E+00,0.220574E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321515E-04,0.748416E-02,     5
0.800000E+01,0.101325E+03,0.661308E+03,0.266600E+02,0.227754E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.778682E+01,0.000000E+00,0.220495E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321489E-04,0.748088E-02,     5
0.810000E+01,0.101325E+03,0.660964E+03,0.266600E+02,0.227274E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.778404E+01,0.000000E+00,0.220416E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321463E-04,0.747760E-02,     5
0.820000E+01,0.101325E+03,0.660621E+03,0.266600E+02,0.226794E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.778127E+01,0.000000E+00,0.220338E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321437E-04,0.747433E-02,     5
0.830000E+01,0.101325E+03,0.660279E+03,0.266600E+02,0.226314E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.777849E+01,0.000000E+00,0.220259E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321411E-04,0.747106E-02,     5
0.840000E+01,0.101325E+03,0.659936E+03,0.266600E+02,0.225835E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.777572E+01,0.000000E+00,0.220181E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321385E-04,0.746779E-02,     5
0.850000E+01,0.101325E+03,0.659594E+03,0.266600E+02,0.225355E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.777295E+01,0.000000E+00,0.220102E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321359E-04,0.746452E-02,     5
0.860000E+01,0.101325E+03,0.659252E+03,0.266600E+02,0.224876E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.777017E+01,0.000000E+00,0.220024E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321333E-04,0.746125E-02,     5
0.870000E+01,0.101325E+03,0.658910E+03,0.266600E+02,0.224396E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.776740E+01,0.000000E+00,0.219945E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321307E-04,0.745799E-02,     5
0.880000E+01,0.101325E+03,0.658568E+03,0.266600E+02,0.223917E+02,0.100000E+01,0.100000E+01,0.117757E+01,0.776463E+01,0.000000E+00,0.219867E+01,0.100000E+01,0.100000E+01,0.257508E-01,0.257508E-01,0.000000E+00,0.283168E+00,0.321281E-04,0.745472E-02,     5
